"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TEMP"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2009-12-10","  80.4"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-01-04","  80.5"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-01-06","  80.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-01-07","  81.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-01-08","  80.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-01-10","  85.1"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-01-11","  87.8"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-01-13","  83.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-01-16","  89.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-01-18","  75.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-01-19","  76.1"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-01-21","  77.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-01-23","  84.4"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-01-24","  85.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-01-27","  89.4"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-01-28","  87.7"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-01-29","  90.0"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-02-01","  94.0"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-02-03","  80.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-02-11","  86.1"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-02-12","  89.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-02-14","  92.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-02-17","  97.8"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-02-18","  98.4"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-02-21","  98.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-02-24","  94.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-02-26","  94.8"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-03-01","  92.3"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-03-04","  92.7"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-03-05","  93.5"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-03-07","  92.5"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-03-10"," 106.0"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-03-11","  97.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-03-13"," 100.8"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-03-16","  96.4"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-03-19","  82.5"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-03-21","  78.3"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-04-01","  92.8"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-04-10","  99.3"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-05-04","  94.1"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-05-08","  95.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-05-18","  93.7"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-05-20","  91.5"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-05-26","  92.3"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-05-29"," 103.1"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-06-01","  91.1"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-06-07","  87.6"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-06-08","  83.3"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-06-19","  92.3"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-06-30","  89.3"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-07-01","  92.3"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-07-05","  86.0"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-07-06","  77.0"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-07-09","  82.4"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-07-10","  82.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-07-11","  89.1"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-07-13","  80.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-07-15","  87.0"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-07-27","  79.9"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-08-10","  83.0"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-08-12","  74.7"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-08-13","  79.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-08-27","  76.3"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2010-09-03","  76.8"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2012-02-12","  90.8"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2012-03-16","  91.5"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2012-03-17","  83.3"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2012-03-20","  87.0"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2012-03-25","  93.2"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2012-03-29","  91.7"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2012-04-03"," 101.5"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2012-04-05","  98.8"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2012-04-07"," 101.7"
"64851099999","SALAK, CM","10.451392","14.257361","423.97","2012-04-26","  97.1"
